team,opendota_id,rank,rating,slug,,tier
"Bogo

1,000",10677,43,353,10677-bogo,,5
"Avengers SG

1,000",10680,43,353,10680-avengers-sg,,5
"Royal in Pain

1,000",10685,43,353,10685-royal-in-pain,,5
"Alpha WaMii

1,000",10688,43,353,10688-alpha-wamii,,5
"EchoHazard

1,000",10690,43,353,10690-echohazard,,5
"LunaticS

1,000",10691,43,353,10691-lunatics,,5
"Team Asim Sampaloc

1,000",10711,43,353,10711-team-asim-sampaloc,,5
"Saintz Gaming

1,000",10712,43,353,10712-saintz-gaming,,5
"Winner|Stays

1,000",10713,43,353,10713-winner-stays,,5
"Fierce

1,000",10714,43,353,10714-fierce,,5
"Shadows in Heaven

1,000",10719,43,353,10719-shadows-in-heaven,,5
"FrostyVirus

1,000",10720,43,353,10720-frostyvirus,,5
"MODENIX

1,000",10727,43,353,10727-modenix,,5
"Victor1ous Secret

1,000",10733,43,353,10733-victor1ous-secret,,5
"edgeV

1,000",10737,43,353,10737-edgev,,5
"NewOrder Dota2

1,000",10741,43,353,10741-neworder-dota2,,5
"Oh yes | Oh No | Oh Mygod

1,000",10744,43,353,10744-oh-yes-oh-no-oh-mygod,,5
"Kyo

1,000",10745,43,353,10745-kyo,,5
"Seabals Gaming

1,000",10756,43,353,10756-seabals-gaming,,5
"ACE GAMING

1,000",10769,43,353,10769-ace-gaming,,5
"Double Vision

1,000",10790,43,353,10790-double-vision,,5
"5 Ronin

1,000",10794,43,353,10794-5-ronin,,5
"5 IN 1

1,000",10795,43,353,10795-5-in-1,,5
"Rexfaction

1,000",10798,43,353,10798-rexfaction,,5
"Anatolian Ducks

1,000",10800,43,353,10800-anatolian-ducks,,5
"Viva La Reaper

1,000",10810,43,353,10810-viva-la-reaper,,5
"NEVERDIE

1,000",10812,43,353,10812-neverdie,,5
"AreYouCrazy

1,000",10814,43,353,10814-areyoucrazy,,5
"kimoooy

1,000",10821,43,353,10821-kimoooy,,5
"Black Box

1,000",10822,43,353,10822-black-box,,5
"New East Team

1,000",10823,43,353,10823-new-east-team,,5
"remove team

1,000",10830,43,353,10830-remove-team,,5
"Dota Independent Extreme

1,000",10838,43,353,10838-dota-independent-extreme,,5
"Bohemian Order of Buccaneers

1,000",10854,43,353,10854-bohemian-order-of-buccaneers,,5
"So Fro La Gaming

1,000",10856,43,353,10856-so-fro-la-gaming,,5
"BOONZ THROW FAN CLUB.

1,000",10859,43,353,10859-boonz-throw-fan-club,,5
"TeaM EXIT

1,000",10861,43,353,10861-team-exit,,5
"NoobsTeam

1,000",10867,43,353,10867-noobsteam,,5
"Northware

1,000",10872,43,353,10872-northware,,5
"Who Dares Wins

1,000",10880,43,353,10880-who-dares-wins,,5
"Monte Albán

1,000",10887,43,353,10887-monte-alb-n,,5
"Tuzki

1,000",10890,43,353,10890-tuzki,,5
"Step Inside Steam Education

1,000",10902,43,353,10902-step-inside-steam-education,,5
"Mistakes Were Made

1,000",10903,43,353,10903-mistakes-were-made,,5
"Homies Gaming

1,000",10904,43,353,10904-homies-gaming,,5
"Team OutpLayed

1,000",10907,43,353,10907-team-outplayed,,5
"J e s t`

1,000",10908,43,353,10908-j-e-s-t,,5
"Team PowerFoods

1,000",10922,43,353,10922-team-powerfoods,,5
"OkeFix!!

1,000",10953,43,353,10953-okefix,,5
"Team Legion D2

1,000",10958,43,353,10958-team-legion-d2,,5
"King Lion Team

1,000",10963,43,353,10963-king-lion-team,,5
"RSG

1,000",10995,43,353,10995-rsg,,5
"Queen Beez

1,000",10998,43,353,10998-queen-beez,,5
"TagumPride

1,000",11016,43,353,11016-tagumpride,,5
"Above the Law

1,000",11017,43,353,11017-above-the-law,,5
"PLAY 4 FUN

1,000",11043,43,353,11043-play-4-fun,,5
"No Conscience

1,000",11053,43,353,11053-no-conscience,,5
"Lovely Angel Dota 2

1,000",11062,43,353,11062-lovely-angel-dota-2,,5
"Dota2starS Gaming

1,000",11065,43,353,11065-dota2stars-gaming,,5
"ALBANIA DICKS SWEDEN DICKS

1,000",11067,43,353,11067-albania-dicks-sweden-dicks,,5
"LifeInPk

1,000",11081,43,353,11081-lifeinpk,,5
"Mga Batang Sabog

1,000",11085,43,353,11085-mga-batang-sabog,,5
"Ergo Vitalis

1,000",11086,43,353,11086-ergo-vitalis,,5
"Hyper Gankers

1,000",11105,43,353,11105-hyper-gankers,,5
"XD_Vikings

1,000",11106,43,353,11106-xd-vikings,,5
"Sleeping^Gods

1,000",11107,43,353,11107-sleeping-gods,,5
"CAnt SAy GG

1,000",11108,43,353,11108-cant-say-gg,,5
"TeamEarth

1,000",11116,43,353,11116-teamearth,,5
"In Friend We Trust

1,000",11118,43,353,11118-in-friend-we-trust,,5
"xgamex

1,000",11126,43,353,11126-xgamex,,5
"Black Army of Death

1,000",11129,43,353,11129-black-army-of-death,,5
"Team SynChronize

1,000",11130,43,353,11130-team-synchronize,,5
"Pancho Doto

1,000",11132,43,353,11132-pancho-doto,,5
"Fifth Element.DotA 2

1,000",11140,43,353,11140-fifth-element-dota-2,,5
"Heinolan Onnettomat Tunarit

1,000",11144,43,353,11144-heinolan-onnettomat-tunarit,,5
"FreshView.Dota2

1,000",11166,43,353,11166-freshview-dota2,,5
"JFATeam

1,000",11178,43,353,11178-jfateam,,5
"GRODNO+1

1,000",11180,43,353,11180-grodno-1,,5
"Jendi+4

1,000",11205,43,353,11205-jendi-4,,5
"untitled Clan

1,000",11206,43,353,11206-untitled-clan,,5
"Berto's Pro

1,000",11219,43,353,11219-berto-s-pro,,5
"Black Panther

1,000",11220,43,353,11220-black-panther,,5
"Teamerino Pokerino

1,000",11221,43,353,11221-teamerino-pokerino,,5
"BestOfSeason

1,000",11233,43,353,11233-bestofseason,,5
"MNESPORT

1,000",11234,43,353,11234-mnesport,,5
"Rich'aPoor

1,000",11239,43,353,11239-rich-apoor,,5
"LORD VOLDEMORT

1,000",11245,43,353,11245-lord-voldemort,,5
"Team Flava :)

1,000",11250,43,353,11250-team-flava,,5
"No Game No Life [TGOOK-PH]

1,000",11262,43,353,11262-no-game-no-life-tgook-ph,,5
"WAVE PROJECT

1,000",11265,43,353,11265-wave-project,,5
"INITAO FCuk

1,000",11272,43,353,11272-initao-fcuk,,5
"Want To be Famous

1,000",11285,43,353,11285-want-to-be-famous,,5
"Team Shadow

1,000",11298,43,353,11298-team-shadow,,5
"Team Penitence

1,000",11302,43,353,11302-team-penitence,,5
"Shadow Master's

1,000",11314,43,353,11314-shadow-master-s,,5
"SaberTooth

1,000",11316,43,353,11316-sabertooth,,5
"Diversion eSports

1,000",11322,43,353,11322-diversion-esports,,5
"EnVyPRISHTINA

1,000",11353,43,353,11353-envyprishtina,,5
"team can't say no

1,000",11355,43,353,11355-team-can-t-say-no,,5
"Skill Warrior´s

1,000",11359,43,353,11359-skill-warrior-s,,5
"Team Whitelight

1,000",11394,43,353,11394-team-whitelight,,5
"Nature Of The Earth

1,000",11405,43,353,11405-nature-of-the-earth,,5
"C H E S S

1,000",11409,43,353,11409-c-h-e-s-s,,5
"Rekt-X

1,000",11427,43,353,11427-rekt-x,,5
"$moke Gaming

1,000",11449,43,353,11449-moke-gaming,,5
"BeyondFeelLike

1,000",11456,43,353,11456-beyondfeellike,,5
"BIMBANG

1,000",11457,43,353,11457-bimbang,,5
"tards

1,000",11479,43,353,11479-tards,,5
"7 Eleven

1,000",11481,43,353,11481-7-eleven,,5
"Jarco Team

1,000",11482,43,353,11482-jarco-team,,5
"Jytsky Do

1,000",11495,43,353,11495-jytsky-do,,5
"We are Mongolian Elite Gamers

1,000",11496,43,353,11496-we-are-mongolian-elite-gamers,,5
"TeamKatya.DotA 2

1,000",11497,43,353,11497-teamkatya-dota-2,,5
"Remboken Xtreme Community

1,000",11511,43,353,11511-remboken-xtreme-community,,5
"Now or Never Team

1,000",11512,43,353,11512-now-or-never-team,,5
"MOLODAYA KOMANDA

1,000",11515,43,353,11515-molodaya-komanda,,5
"Government

1,000",11520,43,1324,11520-government,,5
"Test1324

1,000",11526,43,1324,11526-test1324,,5
"Fire Prophet League

1,000",11553,43,1324,11553-fire-prophet-league,,5
"Advance.CG2

1,000",11557,43,1324,11557-advance-cg2,,5
"CHESS

1,000",11587,43,1324,11587-chess,,5
"4+Chrissy

1,000",11626,43,1324,11626-4-chrissy,,5
"Zero to Hero

1,000",11633,43,1324,11633-zero-to-hero,,5
"MessiNet

1,000",11680,43,1324,11680-messinet,,5
"Game of Throws

1,000",11688,43,1324,11688-game-of-throws,,5
"Phoenix Risen

1,000",11697,43,1324,11697-phoenix-risen,,5
"Arch-Enemy

1,000",11705,43,353,11705-arch-enemy,,5
"Sad Crew

1,000",11742,43,353,11742-sad-crew,,5
"netvolution.CG

1,000",11781,43,353,11781-netvolution-cg,,5
"Coro REDz

1,000",11827,43,353,11827-coro-redz,,5
"LP 168

1,000",11831,43,353,11831-lp-168,,5
"Epiphany

1,000",11860,43,353,11860-epiphany,,5
"PentagonDoge

1,000",11875,43,353,11875-pentagondoge,,5
"virtues Kids

1,000",11880,43,353,11880-virtues-kids,,5
"Throwpa

1,000",11889,43,353,11889-throwpa,,5
"Imanity.Dota2

1,000",11890,43,353,11890-imanity-dota2,,5
"IU Gaming

1,000",11897,43,353,11897-iu-gaming,,5
"SandaL

1,000",11900,43,353,11900-sandal,,5
"Aegis O'Helix

1,000",11907,43,353,11907-aegis-o-helix,,5
"Pulenciu

1,000",11926,43,353,11926-pulenciu,,5
"Team Six 9

1,000",11953,43,353,11953-team-six-9,,5
"rafael andalio

1,000",11961,43,353,11961-rafael-andalio,,5
"ASUS Fans

1,000",11968,43,353,11968-asus-fans,,5
"KILLERS TEAM

1,000",11975,43,353,11975-killers-team,,5
"KARSiK GAMiNG

1,000",11981,43,353,11981-karsik-gaming,,5
"Ninjas Smoke

1,000",11996,43,353,11996-ninjas-smoke,,5
"Ghost of 7

1,000",12007,43,353,12007-ghost-of-7,,5
"AttitudeOverSkills

1,000",12017,43,353,12017-attitudeoverskills,,5
"DOT-PH

1,000",12031,43,353,12031-dot-ph,,5
"No Life Bad Kids

1,000",12072,43,353,12072-no-life-bad-kids,,5
"Mugix DOTA

1,000",12073,43,353,12073-mugix-dota,,5
"Dzērāji

1,000",12080,43,353,12080-dzeraji,,5
"EFFORT NEVER DIES

1,000",12093,43,353,12093-effort-never-dies,,5
"Grin Gaming

1,000",12095,43,353,12095-grin-gaming,,5
"Can't Stop - sensei

1,000",12096,43,353,12096-can-t-stop-sensei,,5
"DOLLARS

1,000",12105,43,353,12105-dollars,,5
"Rampage Gaming -

1,000",12123,43,353,12123-rampage-gaming,,5
"REAL AMAZING PLAYERS ESPORTS

1,000",12125,43,353,12125-real-amazing-players-esports,,5
"TeaMiNg The Success

1,000",12160,43,353,12160-teaming-the-success,,5
"MEEPORINO DOTARINO

1,000",12178,43,353,12178-meeporino-dotarino,,5
"Team Meta

1,000",12185,43,353,12185-team-meta,,5
"D2S Friends

1,000",12188,43,353,12188-d2s-friends,,5
"Team Genius Allstarz

1,000",12215,43,353,12215-team-genius-allstarz,,5
"K9.Fairlady

1,000",12247,43,353,12247-k9-fairlady,,5
"Raft Rider

1,000",12252,43,353,12252-raft-rider,,5
"InVidious

1,000",12257,43,353,12257-invidious,,5
"Brothers Of Destruction ReBorn

1,000",12261,43,353,12261-brothers-of-destruction-reborn,,5
".RICOCHET

1,000",12268,43,353,12268-ricochet,,5
"Na 3 Igry

1,000",12270,43,353,12270-na-3-igry,,5
"Blue Na Gate

1,000",12277,43,353,12277-blue-na-gate,,5
"Kinect's Secret

1,000",12278,43,353,12278-kinect-s-secret,,5
"Six Shooter.Robot

1,000",12287,43,353,12287-six-shooter-robot,,5
"PlayHardCore

1,000",12295,43,353,12295-playhardcore,,5
"wansambitses

1,000",12307,43,353,12307-wansambitses,,5
"Team Is Flawless

1,000",12310,43,353,12310-team-is-flawless,,5
"Pyramid Gaming

1,000",12322,43,353,12322-pyramid-gaming,,5
"FB,,/,,JPM

1,000",12335,43,353,12335-fb-jpm,,5
"Occupation Zero

1,000",12355,43,353,12355-occupation-zero,,5
"Daedal Execution

1,000",12361,43,353,12361-daedal-execution,,5
"MonkeyGaming

1,000",12370,43,353,12370-monkeygaming,,5
"DeadSlayer

1,000",12385,43,353,12385-deadslayer,,5
"Last Hitting

1,000",12410,43,353,12410-last-hitting,,5
"TOP BANGET

1,000",12417,43,353,12417-top-banget,,5
"Declaration Bellicose

1,000",12422,43,353,12422-declaration-bellicose,,5
"Daz Kapital

1,000",12430,43,353,12430-daz-kapital,,5
"Sacred^RivalS

1,000",12448,43,353,12448-sacred-rivals,,5
"Dragonus Gaming Int

1,000",12459,43,353,12459-dragonus-gaming-int,,5
"Time Team Games

1,000",12481,43,353,12481-time-team-games,,5
"Deity.MN

1,000",12484,43,353,12484-deity-mn,,5
"NewZFreeForAll

1,000",12493,43,353,12493-newzfreeforall,,5
"First Only Gaming

1,000",12500,43,353,12500-first-only-gaming,,5
"B.A.! Gaming

1,000",12515,43,353,12515-b-a-gaming,,5
"chocobots

1,000",12521,43,353,12521-chocobots,,5
"Rote Konig Infinity

1,000",12529,43,353,12529-rote-konig-infinity,,5
"Team Surface

1,000",12532,43,353,12532-team-surface,,5
"Believe Your Team

1,000",12592,43,353,12592-believe-your-team,,5
"Meet Dem Fishes

1,000",12597,43,353,12597-meet-dem-fishes,,5
"Noctem Corvi

1,000",12604,43,353,12604-noctem-corvi,,5
"Legalize Incest

1,000",12613,43,353,12613-legalize-incest,,5
"Tigere Esport Republic

1,000",12640,43,353,12640-tigere-esport-republic,,5
"Team Horny

1,000",12668,43,353,12668-team-horny,,5
"Infernal Soviet Union D2

1,000",12678,43,353,12678-infernal-soviet-union-d2,,5
"Vi-Dronis SquadRon

1,000",12679,43,353,12679-vi-dronis-squadron,,5
"Counterattack And Glory

1,000",12682,43,353,12682-counterattack-and-glory,,5
"Who.Dares.Wins

1,000",12717,43,353,12717-who-dares-wins,,5
"Persian Black Cats

1,000",12737,43,353,12737-persian-black-cats,,5
"4 Enginners

1,000",12766,43,353,12766-4-enginners,,5
"Team AVL Lucille

1,000",12779,43,353,12779-team-avl-lucille,,5
"Baltica Gaming

1,000",12782,43,353,12782-baltica-gaming,,5
"The Blackcat

1,000",12792,43,353,12792-the-blackcat,,5
"Meh Hai Oh

1,000",12806,43,353,12806-meh-hai-oh,,5
"This Is Polsza

1,000",12817,43,353,12817-this-is-polsza,,5
"PenangWarrior

1,000",12821,43,353,12821-penangwarrior,,5
"Clown Fiesta

1,000",12840,43,353,12840-clown-fiesta,,5
"Gaming in the Shade

1,000",12875,43,353,12875-gaming-in-the-shade,,5
"Furies

1,000",12884,43,353,12884-furies,,5
"The Furies

1,000",12885,43,353,12885-the-furies,,5
"Kangaroo Dota 2 Team

1,000",12917,43,353,12917-kangaroo-dota-2-team,,5
"Pralay

1,000",12920,43,353,12920-pralay,,5
"Figure Eight

1,000",12925,43,353,12925-figure-eight,,5
"ADMIRALS INDONESIA

1,000",12932,43,353,12932-admirals-indonesia,,5
"Conspiracy in Ancient

1,000",12938,43,353,12938-conspiracy-in-ancient,,5
"SignalSince

1,000",12953,43,353,12953-signalsince,,5
"VietNamProTeam

1,000",12963,43,353,12963-vietnamproteam,,5
"The Blitzkreig Project

1,000",13091,43,353,13091-the-blitzkreig-project,,5
"Haiduti

1,000",13093,43,353,13093-haiduti,,5
"Glory Point Team

1,000",13097,43,353,13097-glory-point-team,,5
"Insane Power Of God

1,000",13106,43,353,13106-insane-power-of-god,,5
"VneLo Gaming

1,000",13110,43,353,13110-vnelo-gaming,,5
"Oh,Kurwa!

1,000",13111,43,353,13111-oh-kurwa,,5
"CaRTeL Revolution

1,000",13125,43,353,13125-cartel-revolution,,5
"Provisional

1,000",13134,43,353,13134-provisional,,5
"Mafia.DC

1,000",13136,43,353,13136-mafia-dc,,5
"Seven Majesty

1,000",13143,43,353,13143-seven-majesty,,5
"Revive Gaming

1,000",13144,43,353,13144-revive-gaming,,5
"Dem Rising Tards

1,000",13152,43,353,13152-dem-rising-tards,,5
"Borneo Hunter Gaming

1,000",13156,43,353,13156-borneo-hunter-gaming,,5
"Oppai Davai

1,000",13166,43,353,13166-oppai-davai,,5
"Joker Ivy

1,000",13185,43,353,13185-joker-ivy,,5
"Metatype

1,000",13191,43,353,13191-metatype,,5
"Genei-Ryodan

1,000",13197,43,353,13197-genei-ryodan,,5
"Eternal Bliss

1,000",13208,43,353,13208-eternal-bliss,,5
"Meet Your 5

1,000",13218,43,353,13218-meet-your-5,,5
"win is not Enough

1,000",13219,43,353,13219-win-is-not-enough,,5
"Stand Down Brigade

1,000",13221,43,353,13221-stand-down-brigade,,5
"Vanquish Gaming

1,000",13237,43,353,13237-vanquish-gaming,,5
"One Shoot Wonders

1,000",13243,43,353,13243-one-shoot-wonders,,5
"Gamers Community

1,000",13256,43,353,13256-gamers-community,,5
"-Le Roi-

1,000",13257,43,353,13257-le-roi,,5
"LightHouse

1,000",13258,43,353,13258-lighthouse,,5
"neXtSkill eSports

1,000",13263,43,353,13263-nextskill-esports,,5
"Kamikaze`

1,000",13264,43,353,13264-kamikaze,,5
"Oz Gaming Academy

1,000",13267,43,353,13267-oz-gaming-academy,,5
"Los Theletubies

1,000",13278,43,353,13278-los-theletubies,,5
"Silent Quality Gaming

1,000",13279,43,353,13279-silent-quality-gaming,,5
"OFFHERDRIVE OLIVINE

1,000",13308,43,353,13308-offherdrive-olivine,,5
"Nasi Uduk Barokah

1,000",13314,43,353,13314-nasi-uduk-barokah,,5
"DestroyEr

1,000",13320,43,353,13320-destroyer,,5
"Virtuoso Gaming

1,000",13326,43,353,13326-virtuoso-gaming,,5
"Team Bulgaria

1,000",13345,43,353,13345-team-bulgaria,,5
"START GAME eSport

1,000",13353,43,353,13353-start-game-esport,,5
"CharityBox

1,000",13364,43,353,13364-charitybox,,5
"Quintessence

1,000",13369,43,353,13369-quintessence,,5
"TeamNGU

1,000",13391,43,353,13391-teamngu,,5
"Black Flag

1,000",13396,43,353,13396-black-flag,,5
"LvStacK's

1,000",13401,43,353,13401-lvstack-s,,5
"shaktiman

1,000",13411,43,353,13411-shaktiman,,5
"Again eSports

1,000",13416,43,353,13416-again-esports,,5
"Kisa Gaming

1,000",13417,43,353,13417-kisa-gaming,,5
"Pushers

1,000",13423,43,353,13423-pushers,,5
"Team Colosseum

1,000",13427,43,353,13427-team-colosseum,,5
"Signal Gaming

1,000",13440,43,353,13440-signal-gaming,,5
"KOOL TEAM

1,000",13446,43,353,13446-kool-team,,5
"Legend Gaming

1,000",13447,43,353,13447-legend-gaming,,5
"Ever Nova

1,000",13469,43,353,13469-ever-nova,,5
"Up To Anger

1,000",13471,43,353,13471-up-to-anger,,5
"Team RAVAGED

1,000",13477,43,353,13477-team-ravaged,,5
"Give Me Your Soul

1,000",13479,43,353,13479-give-me-your-soul,,5
"TeamBye

1,000",13480,43,353,13480-teambye,,5
"PhantomZ

1,000",13481,43,353,13481-phantomz,,5
"3kscrub

1,000",13485,43,353,13485-3kscrub,,5
"Grown Ups

1,000",13505,43,353,13505-grown-ups,,5
"team2

1,000",13508,43,353,13508-team2,,5
"OHEL Gaming

1,000",13510,43,353,13510-ohel-gaming,,5
"Mission Impossible

1,000",13511,43,353,13511-mission-impossible,,5
"Uappa

1,000",13522,43,353,13522-uappa,,5
"Team Mania-Cool

1,000",13530,43,353,13530-team-mania-cool,,5
"Team Elephant Zebra

1,000",13538,43,353,13538-team-elephant-zebra,,5
"Pasukan Anak Sunter

1,000",13539,43,353,13539-pasukan-anak-sunter,,5
"Ember Bois

1,000",13540,43,353,13540-ember-bois,,5
"KbossL

1,000",13546,43,353,13546-kbossl,,5
"Arctic Frontier

1,000",13547,43,353,13547-arctic-frontier,,5
"#TeamGameOver

1,000",13548,43,353,13548-teamgameover,,5
"DendamNyai-INDO

1,000",13558,43,353,13558-dendamnyai-indo,,5
"Rampage-eSports

1,000",13568,43,353,13568-rampage-esports,,5
"CHICKEN AND FIVE

1,000",13573,43,353,13573-chicken-and-five,,5
"Saint Division

1,000",13579,43,353,13579-saint-division,,5
"STEEL

1,000",13596,43,353,13596-steel,,5
"Avira Gaming

1,000",13605,43,353,13605-avira-gaming,,5
"TEAMTALISAY

1,000",13608,43,353,13608-teamtalisay,,5
"RoarR

1,000",13617,43,353,13617-roarr,,5
"Natus Vincere Philippines

1,000",13620,43,353,13620-natus-vincere-philippines,,5
"Gcity

1,000",13626,43,353,13626-gcity,,5
"Viral eSports

1,000",13627,43,353,13627-viral-esports,,5
"Unique-Esports

1,000",13651,43,353,13651-unique-esports,,5
"-AEFY.TtEsports-

1,000",13663,43,353,13663-aefy-ttesports,,5
"HiddenStar.HN

1,000",13668,43,353,13668-hiddenstar-hn,,5
"Cosca eSport

1,000",13678,43,353,13678-cosca-esport,,5
"Pepol Tim

1,000",13682,43,353,13682-pepol-tim,,5
"Do Or Die

1,000",13744,43,353,13744-do-or-die,,5
"Guard E-Sports

1,000",13745,43,353,13745-guard-e-sports,,5
"SPORTiNg.by

1,000",13748,43,353,13748-sporting-by,,5
"Anonymous-DotA

1,000",13766,43,353,13766-anonymous-dota,,5
"Burmese Guys

1,000",13772,43,353,13772-burmese-guys,,5
"Team HIS

1,000",13804,43,353,13804-team-his,,5
"SYNDICATE`Team

1,000",13813,43,353,13813-syndicate-team,,5
"OldSpace.L

1,000",13817,43,353,13817-oldspace-l,,5
"7D.Sins.Xyience

1,000",13826,43,353,13826-7d-sins-xyience,,5
"T3.Connect

1,000",13829,43,353,13829-t3-connect,,5
"BAD ENDING

1,000",13865,43,353,13865-bad-ending,,5
"WhiteChicken

1,000",13866,43,353,13866-whitechicken,,5
"IG***

1,000",13867,43,353,13867-ig,,5
"The Winged Destroyers

1,000",13876,43,353,13876-the-winged-destroyers,,5
"A Second Chance Pontential

1,000",13895,43,353,13895-a-second-chance-pontential,,5
"Mayonaise Special Team

1,000",13944,43,353,13944-mayonaise-special-team,,5
"ArticTeatre

1,000",13953,43,353,13953-articteatre,,5
"MoGuL Gaming

1,000",13979,43,353,13979-mogul-gaming,,5
"Nama Telah Diganti

1,000",13986,43,353,13986-nama-telah-diganti,,5
"WifeAggroGaming

1,000",13991,43,353,13991-wifeaggrogaming,,5
"Team Enfinity

1,000",14012,43,353,14012-team-enfinity,,5
"HaNoi.Reject

1,000",14014,43,353,14014-hanoi-reject,,5
"Team As1

1,000",14029,43,353,14029-team-as1,,5
"erik meza

1,000",14033,43,353,14033-erik-meza,,5
"Philipine Dragon

1,000",14040,43,353,14040-philipine-dragon,,5
"eXecreator

1,000",14048,43,353,14048-execreator,,5
"No Fear PH

1,000",14049,43,353,14049-no-fear-ph,,5
"TVH

1,000",14062,43,353,14062-tvh,,5
"Boom Tanga

1,000",14085,43,353,14085-boom-tanga,,5
"Deviruchi

1,000",14091,43,353,14091-deviruchi,,5
"High School Of Dead

1,000",14093,43,353,14093-high-school-of-dead,,5
"Zygma

1,000",14094,43,353,14094-zygma,,5
"Team""LOST""

1,000",14095,43,353,14095-team-lost,,5
"TheInitiator-Gaming

1,000",14098,43,353,14098-theinitiator-gaming,,5
"Kappa the Dream

1,000",14103,43,353,14103-kappa-the-dream,,5
"GameAxle

1,000",14104,43,353,14104-gameaxle,,5
"Most Valuable Players

1,000",14116,43,353,14116-most-valuable-players,,5
"FuckPussyGaming

1,000",14118,43,353,14118-fuckpussygaming,,5
"Gushi Zetzu

1,000",14119,43,353,14119-gushi-zetzu,,5
"Glory Point e-Sport

1,000",14139,43,353,14139-glory-point-e-sport,,5
"Calliwera Gaming

1,000",14152,43,353,14152-calliwera-gaming,,5
"BKB'YE GEREK YOK

1,000",14155,43,353,14155-bkb-ye-gerek-yok,,5
"Marsians

1,000",14156,43,353,14156-marsians,,5
"Radical eXtrem Online

1,000",14163,43,353,14163-radical-extrem-online,,5
"Keyboard

1,000",14167,43,353,14167-keyboard,,5
"Team Vreo

1,000",14180,43,353,14180-team-vreo,,5
"mits

1,000",14184,43,353,14184-mits,,5
"epl

1,000",14190,43,353,14190-epl,,5
"GosuGaming.Pro

1,000",14199,43,353,14199-gosugaming-pro,,5
"EclipZ

1,000",14204,43,353,14204-eclipz,,5
"tsdyjsatjser

1,000",14208,43,353,14208-tsdyjsatjser,,5
"Prodota Mix Vakansii

1,000",14215,43,353,14215-prodota-mix-vakansii,,5
"kalei de scope

1,000",14216,43,353,14216-kalei-de-scope,,5
"torrentmovielrkdd

1,000",14227,43,353,14227-torrentmovielrkdd,,5
"Believe

1,000",14235,43,353,14235-believe,,5
"HE>I

1,000",14245,43,353,14245-he-i,,5
"Thrones Gaming

1,000",14246,43,353,14246-thrones-gaming,,5
"NFINIT GAMING

1,000",14272,43,353,14272-nfinit-gaming,,5
"◄†MaFia GaMing†►

1,000",14280,43,353,14280-e-mafia-gaming-a,,5
"TagName

1,000",14288,43,353,14288-tagname,,5
"VariousExectors

1,000",14314,43,353,14314-variousexectors,,5
